id,stock_date,pupa_date,pupa_mass,sex,acc_temp,survival_temp,emerge_date,emerge_TOD,death_date,death_TOD,notes
160,2024-05-03,2024-05-29,2.331,Female,29,29,2024-06-07,AM,2024-06-18,AM,NA
167,2024-05-03,2024-05-29,2.172,Female,29,29,2024-06-07,PM,2024-06-15,PM,NA
170,2024-05-03,2024-05-29,2.593,Female,29,29,2024-06-08,PM,2024-06-20,PM,NA
172,2024-05-03,2024-05-29,2.726,Female,29,29,2024-06-08,PM,2024-06-22,AM,NA
177,2024-05-03,2024-05-29,1.804,Female,29,29,2024-06-07,PM,2024-06-18,PM,NA
183,2024-05-03,2024-05-29,2.481,Female,29,29,2024-06-06,PM,2024-06-20,PM,NA
194,2024-05-03,2024-05-29,2.692,Female,29,29,2024-06-07,PM,2024-06-23,AM,NA
195,2024-05-03,2024-05-29,2.762,Female,29,29,2024-06-08,PM,2024-06-23,PM,NA
200,2024-05-03,2024-05-29,2.524,Female,29,29,2024-06-07,PM,2024-06-18,PM,NA
203,2024-05-03,2024-05-29,2.496,Female,29,29,2024-06-08,PM,2024-06-18,AM,NA
249,NA,NA,NA,Female,29,29,2024-06-09,AM,2024-06-21,PM,NA
272,2024-05-03,2024-05-30,2.498,Female,29,29,2024-06-09,PM,2024-06-16,PM,removed due to mold
278,2024-05-03,2024-05-30,2.346,Female,29,29,2024-06-08,PM,2024-06-16,PM,NA
286,NA,NA,NA,Female,29,29,2024-06-09,AM,2024-06-19,AM,NA
289,2024-05-03,2024-05-30,0.895,Female,29,29,2024-06-07,PM,2024-06-16,AM,mold
291,2024-05-03,2024-05-30,2.387,Female,29,29,2024-06-08,PM,2024-06-16,PM,mold
335,2024-05-03,2024-05-31,3.534,Female,29,29,2024-06-10,PM,2024-06-22,PM,NA
337,2024-05-03,2024-05-31,2.434,Female,29,29,2024-06-09,PM,2024-06-23,PM,NA
382,2024-05-03,2024-06-01,3.201,Female,29,29,2024-06-10,PM,2024-06-19,PM,NA
423,2024-05-03,2024-06-02,2.93,Female,29,29,2024-06-12,PM,2024-06-20,AM,NA
117,2024-05-03,2024-05-28,1.889,Female,29,32,2024-06-06,PM,2024-06-13,PM,NA
125,NA,NA,NA,Female,29,32,2024-06-05,PM,2024-06-13,PM,NA
130,2024-05-03,2024-05-28,2.517,Female,29,32,2024-06-06,PM,2024-06-12,PM,NA
152,2024-05-03,2024-05-29,2.615,Female,29,32,2024-06-07,PM,2024-06-13,PM,NA
158,2024-05-03,2024-05-29,2.625,Female,29,32,2024-06-07,PM,2024-06-15,PM,NA
173,2024-05-03,2024-05-29,2.084,Female,29,32,2024-06-07,PM,2024-06-18,AM,NA
176,2024-05-03,2024-05-29,2.53,Female,29,32,2024-06-07,PM,2024-06-22,PM,NA
180,2024-05-03,2024-05-29,2.302,Female,29,32,2024-06-07,PM,2024-06-18,PM,NA
184,2024-05-03,2024-05-29,3.04,Female,29,32,2024-06-08,PM,2024-06-28,AM,NA
191,2024-05-03,2024-05-29,1.685,Female,29,32,2024-06-07,PM,2024-06-18,AM,NA
192,2024-05-03,2024-05-29,2.534,Female,29,32,2024-06-08,PM,2024-06-15,AM,NA
197,2024-05-03,2024-05-29,1.923,Female,29,32,2024-06-07,PM,2024-06-21,AM,NA
247,2024-05-03,2024-05-30,2.485,Female,29,32,2024-06-08,PM,2024-06-13,PM,NA
253,2024-05-03,2024-05-30,2.3,Female,29,32,2024-06-07,AM,2024-06-18,AM,NA
262,2024-05-03,2024-05-30,3.199,Female,29,32,2024-06-08,PM,2024-06-18,AM,NA
276,2024-05-03,2024-05-30,2.333,Female,29,32,2024-06-08,PM,2024-06-18,PM,NA
283,2024-05-03,2024-05-30,2.11,Female,29,32,2024-06-08,PM,2024-06-16,AM,missing
290,2024-05-03,2024-05-30,2.931,Female,29,32,2024-06-07,PM,2024-06-11,PM,NA
292,2024-05-03,2024-05-30,2.577,Female,29,32,2024-06-08,PM,2024-06-17,AM,NA
295,2024-05-03,2024-05-30,2.578,Female,29,32,2024-06-08,PM,2024-06-15,AM,NA
329,2024-05-03,2024-05-31,2.64,Female,29,32,2024-06-09,PM,2024-06-15,PM,NA
330,2024-05-03,2024-05-31,2.768,Female,29,32,2024-06-11,AM,2024-06-20,AM,NA
332,2024-05-03,2024-05-31,2.742,Female,29,32,2024-06-09,PM,2024-06-18,AM,NA
375,NA,NA,NA,Female,29,32,2024-06-12,AM,2024-06-21,PM,NA
112,2024-05-03,2024-05-28,2.537,Female,29,35,2024-06-07,AM,2024-06-15,AM,NA
124,2024-05-03,2024-05-28,1.6,Female,29,35,2024-06-06,AM,2024-06-11,PM,NA
154,2024-05-03,2024-05-29,2.822,Female,29,35,2024-06-07,PM,2024-06-14,AM,NA
157,2024-05-03,2024-05-29,1.823,Female,29,35,2024-06-07,PM,2024-06-14,PM,NA
163,2024-05-03,2024-05-29,1.736,Female,29,35,2024-06-06,PM,2024-06-12,PM,NA
165,2024-05-03,2024-05-29,2.681,Female,29,35,2024-06-07,PM,2024-06-12,PM,NA
181,2024-05-03,2024-05-29,2.598,Female,29,35,2024-06-07,AM,2024-06-14,PM,NA
182,2024-05-03,2024-05-29,2.16,Female,29,35,2024-06-08,PM,2024-06-16,AM,NA
186,2024-05-03,2024-05-29,2.648,Female,29,35,2024-06-07,PM,2024-06-13,AM,NA
187,2024-05-03,2024-05-29,2.536,Female,29,35,2024-06-08,PM,2024-06-13,PM,NA
189,2024-05-03,2024-05-29,2.304,Female,29,35,2024-06-08,PM,2024-06-17,AM,NA
190,2024-05-03,2024-05-29,1.44,Female,29,35,2024-06-07,PM,2024-06-14,PM,NA
202,2024-05-03,2024-05-29,2.08,Female,29,35,2024-06-07,PM,2024-06-16,AM,NA
204,2024-05-03,2024-05-29,1.648,Female,29,35,2024-06-07,PM,2024-06-14,PM,NA
256,2024-05-03,2024-05-30,2.338,Female,29,35,2024-06-08,PM,2024-06-12,PM,NA
258,2024-05-03,2024-05-30,1.97,Female,29,35,2024-06-08,PM,2024-06-15,AM,NA
259,2024-05-03,2024-05-30,2.693,Female,29,35,2024-06-09,PM,2024-06-17,AM,NA
268,NA,NA,NA,Female,29,35,2024-06-09,AM,2024-06-17,AM,NA
270,2024-05-03,2024-05-30,3.165,Female,29,35,2024-06-10,AM,2024-06-13,AM,NA
271,2024-05-03,2024-05-30,2.495,Female,29,35,2024-06-08,PM,2024-06-13,AM,NA
287,2024-05-03,2024-05-30,2.853,Female,29,35,2024-06-09,PM,2024-06-15,AM,NA
288,2024-05-03,2024-05-30,1.895,Female,29,35,2024-06-08,PM,2024-06-14,PM,NA
294,2024-05-03,2024-05-30,3.111,Female,29,35,2024-06-08,PM,2024-06-11,PM,NA
296,2024-05-03,2024-05-30,2.616,Female,29,35,2024-06-08,PM,2024-06-16,PM,NA
377,NA,NA,NA,Female,29,35,2024-06-11,PM,2024-06-16,PM,NA
379,2024-05-03,2024-06-01,3.198,Female,29,35,2024-06-10,PM,2024-06-15,PM,NA
421,2024-05-03,2024-06-02,2.736,Female,29,35,2024-06-11,PM,2024-06-17,AM,NA
571,2024-05-03,2024-06-04,3.084,Female,29,35,2024-06-14,AM,2024-06-19,PM,NA
